Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PT_DIFF
MIL,MIL @ NYK,01/10/2016,L,240,88,32,80,40,3,13,23.1,21,30,70,14,28,42,19,7,4,12,16,-12
IND,IND @ HOU,01/10/2016,L,265,103,43,90,47.8,9,31,29,8,10,80,5,34,39,33,12,5,18,21,-4
POR,POR vs. OKC,01/10/2016,W,240,115,42,100,42,19,44,43.2,12,14,85.7,20,32,52,27,7,4,17,28,5
OKC,OKC @ POR,01/10/2016,L,240,110,37,76,48.7,10,21,47.6,26,36,72.2,8,34,42,23,8,6,19,16,-5
CHA,CHA @ DEN,01/10/2016,L,240,92,30,83,36.1,12,36,33.3,20,24,83.3,9,31,40,24,6,4,13,18,-3
ATL,ATL vs. CHI,01/09/2016,W,240,120,49,94,52.1,10,24,41.7,12,15,80,8,32,40,33,15,13,16,22,15
CHI,CHI @ ATL,01/09/2016,L,240,105,36,83,43.4,7,18,38.9,26,31,83.9,12,34,46,16,7,6,22,13,-15
LAC,LAC vs. CHA,01/09/2016,W,240,97,40,91,44,8,31,25.8,9,10,90,13,34,47,19,6,9,9,19,14
BKN,BKN @ DET,01/09/2016,L,240,89,38,82,46.3,5,9,55.6,8,10,80,5,33,38,24,5,3,14,17,-14
ORL,ORL vs. WAS,01/09/2016,L,240,99,38,74,51.4,5,14,35.7,18,24,75,11,26,37,22,9,2,15,12,-6
PHI,PHI vs. TOR,01/09/2016,L,240,95,39,80,48.8,11,17,64.7,6,14,42.9,9,26,35,26,9,5,13,23,-13
UTA,UTA vs. MIA,01/09/2016,W,240,98,39,71,54.9,9,20,45,11,18,61.1,5,32,37,19,10,7,17,16,15
WAS,WAS @ ORL,01/09/2016,W,240,105,42,76,55.3,13,23,56.5,8,10,80,4,23,27,29,10,3,15,24,6
GSW,GSW @ SAC,01/09/2016,W,240,128,49,87,56.3,19,37,51.4,11,15,73.3,9,39,48,35,5,8,19,25,12
SAC,SAC vs. GSW,01/09/2016,L,240,116,43,92,46.7,8,23,34.8,22,29,75.9,7,27,34,27,8,3,10,22,-12
TOR,TOR @ PHI,01/09/2016,W,240,108,41,75,54.7,5,17,29.4,21,27,77.8,6,31,37,19,7,7,13,16,13
DET,DET vs. BKN,01/09/2016,W,240,103,43,92,46.7,8,27,29.6,9,14,64.3,11,36,47,23,10,5,11,12,14
CHA,CHA @ LAC,01/09/2016,L,240,83,31,84,36.9,7,23,30.4,14,19,73.7,11,36,47,14,4,3,16,16,-14
MIA,MIA @ UTA,01/09/2016,L,240,83,34,82,41.5,6,19,31.6,9,17,52.9,15,24,39,14,7,8,17,16,-15
CLE,CLE @ MIN,01/08/2016,W,240,125,43,81,53.1,13,27,48.1,26,29,89.7,10,33,43,23,8,5,12,19,26
NOP,NOP vs. IND,01/08/2016,L,240,86,31,83,37.3,9,29,31,15,20,75,8,29,37,21,21,5,16,18,-5
DAL,DAL @ MIL,01/08/2016,L,240,95,35,84,41.7,14,44,31.8,11,16,68.8,16,26,42,27,6,5,16,21,-1
DEN,DEN @ MEM,01/08/2016,L,240,84,32,87,36.8,4,19,21.1,16,19,84.2,19,40,59,19,2,4,18,24,-7
MIA,MIA @ PHX,01/08/2016,W,240,103,36,73,49.3,7,18,38.9,24,30,80,6,35,41,23,9,6,13,13,8
BKN,BKN vs. ORL,01/08/2016,L,240,77,29,73,39.7,7,22,31.8,12,20,60,10,31,41,17,4,2,16,14,-6
ORL,ORL @ BKN,01/08/2016,W,240,83,33,83,39.8,13,28,46.4,4,6,66.7,13,36,49,25,7,4,14,22,6
IND,IND @ NOP,01/08/2016,W,240,91,36,81,44.4,5,21,23.8,14,19,73.7,14,40,54,21,7,7,25,17,5
POR,POR vs. GSW,01/08/2016,L,240,108,38,96,39.6,12,33,36.4,20,28,71.4,12,33,45,21,12,4,9,17,-20
SAS,SAS vs. NYK,01/08/2016,W,240,100,41,93,44.1,4,13,30.8,14,17,82.4,12,37,49,23,5,9,8,16,1
TOR,TOR @ WAS,01/08/2016,W,240,97,34,75,45.3,5,14,35.7,24,26,92.3,6,41,47,11,7,13,23,18,9
MEM,MEM vs. DEN,01/08/2016,W,240,91,30,82,36.6,8,18,44.4,23,30,76.7,11,32,43,14,10,6,8,19,7
WAS,WAS vs. TOR,01/08/2016,L,240,88,33,84,39.3,8,25,32,14,15,93.3,7,28,35,18,9,9,19,22,-9
GSW,GSW @ POR,01/08/2016,W,240,128,46,87,52.9,18,32,56.3,18,21,85.7,5,43,48,36,6,5,15,20,20
LAL,LAL vs. OKC,01/08/2016,L,240,113,40,84,47.6,9,26,34.6,24,25,96,10,24,34,19,9,5,13,22,-4
MIL,MIL vs. DAL,01/08/2016,W,240,96,37,80,46.3,4,9,44.4,18,29,62.1,15,28,43,24,11,4,15,20,1
MIN,MIN vs. CLE,01/08/2016,L,240,99,36,79,45.6,7,16,43.8,20,26,76.9,7,26,33,24,8,2,13,21,-26
NYK,NYK @ SAS,01/08/2016,L,240,99,38,91,41.8,9,21,42.9,14,17,82.4,10,34,44,19,1,4,9,14,-1
PHX,PHX vs. MIA,01/08/2016,L,240,95,40,92,43.5,6,24,25,9,13,69.2,15,31,46,15,5,4,14,22,-8
OKC,OKC @ LAL,01/08/2016,W,240,117,45,89,50.6,5,17,29.4,22,26,84.6,16,29,45,17,8,3,14,15,4
HOU,HOU vs. UTA,01/07/2016,W,240,103,39,75,52,7,23,30.4,18,26,69.2,11,30,41,15,11,3,16,16,9
SAC,SAC vs. LAL,01/07/2016,W,240,118,47,85,55.3,6,21,28.6,18,27,66.7,10,27,37,32,8,6,15,20,3
UTA,UTA @ HOU,01/07/2016,L,240,94,38,78,48.7,7,28,25,11,17,64.7,10,25,35,25,9,5,19,17,-9
ATL,ATL @ PHI,01/07/2016,W,240,126,49,92,53.3,13,32,40.6,15,19,78.9,14,34,48,36,18,6,17,23,28
BOS,BOS @ CHI,01/07/2016,L,240,92,35,98,35.7,5,25,20,17,22,77.3,15,36,51,17,11,3,11,19,-9
CHI,CHI vs. BOS,01/07/2016,W,240,101,39,94,41.5,9,22,40.9,14,17,82.4,12,42,54,23,4,5,16,18,9
LAL,LAL @ SAC,01/07/2016,L,240,115,41,76,53.9,8,24,33.3,25,29,86.2,6,27,33,20,10,4,18,26,-3
PHI,PHI vs. ATL,01/07/2016,L,240,98,39,86,45.3,5,18,27.8,15,25,60,14,29,43,21,9,4,22,17,-28
BOS,BOS vs. DET,01/06/2016,L,240,94,34,91,37.4,6,28,21.4,20,27,74.1,13,26,39,23,5,5,10,28,-5
CLE,CLE @ WAS,01/06/2016,W,240,121,48,89,53.9,12,29,41.4,13,19,68.4,13,31,44,16,9,3,12,20,6
DEN,DEN @ MIN,01/06/2016,W,240,78,29,81,35.8,8,20,40,12,17,70.6,13,33,46,21,3,7,11,19,4
LAC,LAC @ POR,01/06/2016,W,240,109,42,83,50.6,11,23,47.8,14,17,82.4,10,32,42,24,7,6,10,22,11
BKN,BKN vs. TOR,01/06/2016,L,240,74,31,78,39.7,5,16,31.3,7,12,58.3,6,33,39,18,8,4,19,18,-17
ORL,ORL vs. IND,01/06/2016,L,240,86,32,79,40.5,6,31,19.4,16,17,94.1,9,30,39,17,7,6,17,21,-9
IND,IND @ ORL,01/06/2016,W,240,95,32,76,42.1,6,22,27.3,25,29,86.2,9,33,42,19,11,6,16,18,9
SAS,SAS vs. UTA,01/06/2016,W,240,123,52,86,60.5,9,21,42.9,10,13,76.9,8,30,38,34,10,2,13,21,25
MEM,MEM @ OKC,01/06/2016,L,240,94,35,90,38.9,7,21,33.3,17,24,70.8,9,30,39,21,9,4,8,24,-18
WAS,WAS vs. CLE,01/06/2016,L,240,115,42,76,55.3,14,24,58.3,17,27,63,5,28,33,31,7,1,13,18,-6
NOP,NOP vs. DAL,01/06/2016,L,240,91,34,92,37,7,30,23.3,16,20,80,15,36,51,22,7,5,10,18,-9
DAL,DAL @ NOP,01/06/2016,W,240,100,37,87,42.5,7,28,25,19,22,86.4,11,41,52,22,7,6,10,18,9
MIA,MIA vs. NYK,01/06/2016,L,240,90,37,82,45.1,2,17,11.8,14,15,93.3,12,23,35,14,2,4,13,16,-8
MIN,MIN vs. DEN,01/06/2016,L,240,74,28,73,38.4,3,11,27.3,15,20,75,8,32,40,23,5,5,11,19,-4
NYK,NYK @ MIA,01/06/2016,W,240,98,39,70,55.7,3,8,37.5,17,18,94.4,5,29,34,15,6,5,13,18,8
PHX,PHX vs. CHA,01/06/2016,W,240,111,41,84,48.8,19,33,57.6,10,13,76.9,2,37,39,25,11,2,12,21,9
POR,POR vs. LAC,01/06/2016,L,240,98,38,86,44.2,9,26,34.6,13,23,56.5,17,32,49,21,5,4,14,18,-11
OKC,OKC vs. MEM,01/06/2016,W,240,112,38,83,45.8,8,17,47.1,28,33,84.8,13,39,52,20,3,6,16,23,18
TOR,TOR @ BKN,01/06/2016,W,240,91,35,80,43.8,4,22,18.2,17,18,94.4,12,37,49,16,12,7,17,15,17
UTA,UTA @ SAS,01/06/2016,L,240,98,37,79,46.8,7,18,38.9,17,18,94.4,10,24,34,21,8,3,19,17,-25
DET,DET @ BOS,01/06/2016,W,240,99,33,74,44.6,10,27,37,23,36,63.9,11,36,47,18,4,5,18,27,5
CHA,CHA @ PHX,01/06/2016,L,240,102,38,87,43.7,11,28,39.3,15,22,68.2,9,35,44,20,9,5,13,15,-9
ATL,ATL vs. NYK,01/05/2016,L,240,101,37,87,42.5,15,39,38.5,12,19,63.2,14,27,41,22,3,4,13,24,-6
CHI,CHI vs. MIL,01/05/2016,W,240,117,46,83,55.4,5,19,26.3,20,20,100,7,38,45,27,5,10,15,11,11
DAL,DAL vs. SAC,01/05/2016,W,290,117,45,98,45.9,12,29,41.4,15,23,65.2,13,42,55,22,13,2,17,18,1
NYK,NYK @ ATL,01/05/2016,W,240,107,40,84,47.6,5,18,27.8,22,24,91.7,11,35,46,20,7,6,9,20,6
SAC,SAC @ DAL,01/05/2016,L,290,116,47,99,47.5,12,32,37.5,10,14,71.4,9,40,49,27,16,1,20,21,-1
GSW,GSW @ LAL,01/05/2016,W,240,109,40,86,46.5,13,31,41.9,16,21,76.2,10,44,54,26,9,9,11,17,21
LAL,LAL vs. GSW,01/05/2016,L,240,88,29,91,31.9,5,21,23.8,25,30,83.3,15,37,52,15,7,4,13,16,-21
MIL,MIL @ CHI,01/05/2016,L,240,106,46,102,45.1,6,16,37.5,8,14,57.1,17,26,43,28,9,3,10,19,-11
GSW,GSW vs. CHA,01/04/2016,W,240,111,45,87,51.7,15,34,44.1,6,6,100,3,34,37,32,4,9,11,19,10
HOU,HOU @ UTA,01/04/2016,W,240,93,33,68,48.5,11,26,42.3,16,21,76.2,6,28,34,17,8,2,16,16,2
MIA,MIA vs. IND,01/04/2016,W,265,103,34,90,37.8,5,22,22.7,30,39,76.9,15,37,52,14,5,6,8,23,3
BKN,BKN vs. BOS,01/04/2016,L,240,94,32,85,37.6,6,28,21.4,24,27,88.9,16,37,53,16,4,6,14,18,-9
ORL,ORL @ DET,01/04/2016,L,240,89,36,81,44.4,6,20,30,11,11,100,5,25,30,17,6,7,11,16,-26
PHI,PHI vs. MIN,01/04/2016,W,240,109,48,87,55.2,4,20,20,9,14,64.3,12,25,37,31,11,10,17,24,10
SAC,SAC @ OKC,01/04/2016,W,240,116,40,89,44.9,7,17,41.2,29,39,74.4,13,35,48,26,7,8,15,14,12
SAS,SAS @ MIL,01/04/2016,W,240,123,49,90,54.4,9,20,45,16,20,80,13,31,44,32,11,5,13,20,25
OKC,OKC vs. SAC,01/04/2016,L,240,104,39,89,43.8,10,29,34.5,16,23,69.6,11,28,39,23,7,9,15,27,-12
CHA,CHA @ GSW,01/04/2016,L,240,101,38,86,44.2,7,21,33.3,18,19,94.7,8,33,41,15,7,1,14,12,-10
BOS,BOS @ BKN,01/04/2016,W,240,103,41,92,44.6,6,21,28.6,15,19,78.9,12,36,48,22,10,5,7,21,9
CLE,CLE vs. TOR,01/04/2016,W,240,122,41,74,55.4,17,33,51.5,23,26,88.5,11,29,40,25,6,4,14,22,22
MIN,MIN @ PHI,01/04/2016,L,240,99,39,73,53.4,2,5,40,19,24,79.2,6,21,27,26,11,4,17,18,-10
IND,IND @ MIA,01/04/2016,L,265,100,37,94,39.4,8,28,28.6,18,25,72,14,41,55,18,4,3,11,26,-3
POR,POR vs. MEM,01/04/2016,L,240,78,28,72,38.9,7,28,25,15,24,62.5,7,35,42,14,7,4,22,19,-13
TOR,TOR @ CLE,01/04/2016,L,240,100,36,73,49.3,8,19,42.1,20,29,69,8,18,26,24,9,5,11,19,-22
UTA,UTA vs. HOU,01/04/2016,L,240,91,30,75,40,12,29,41.4,19,25,76,15,29,44,17,9,4,16,20,-2
MEM,MEM @ POR,01/04/2016,W,240,91,35,91,38.5,3,15,20,18,26,69.2,17,35,52,21,10,3,13,19,13
DET,DET vs. ORL,01/04/2016,W,240,115,43,88,48.9,14,30,46.7,15,21,71.4,18,36,54,25,6,6,10,18,26
MIL,MIL vs. SAS,01/04/2016,L,240,98,37,77,48.1,3,12,25,21,30,70,10,25,35,23,6,5,16,18,-25
ATL,ATL @ NYK,01/03/2016,L,240,97,37,84,44,8,26,30.8,15,20,75,8,24,32,26,11,5,15,14,-14
DEN,DEN vs. POR,01/03/2016,L,240,106,34,80,42.5,7,22,31.8,31,48,64.6,15,26,41,20,7,6,9,25,-6
POR,POR @ DEN,01/03/2016,W,240,112,40,78,51.3,10,23,43.5,22,32,68.8,7,34,41,23,4,3,11,34,6
WAS,WAS vs. MIA,01/03/2016,L,240,75,31,91,34.1,4,30,13.3,9,13,69.2,11,34,45,19,5,2,11,12,-22
CHI,CHI @ TOR,01/03/2016,W,240,115,42,82,51.2,9,21,42.9,22,25,88,8,34,42,23,4,8,11,18,2
LAL,LAL vs. PHX,01/03/2016,W,240,97,38,84,45.2,8,22,36.4,13,17,76.5,9,45,54,26,8,7,16,16,20
MIA,MIA @ WAS,01/03/2016,W,240,97,39,86,45.3,9,23,39.1,10,12,83.3,9,45,54,27,8,11,13,15,22
NYK,NYK vs. ATL,01/03/2016,W,240,111,44,88,50,11,26,42.3,12,14,85.7,12,34,46,27,8,7,16,19,14
PHX,PHX @ LAL,01/03/2016,L,240,77,32,89,36,6,27,22.2,7,9,77.8,9,36,45,16,8,4,14,20,-20
TOR,TOR vs. CHI,01/03/2016,L,240,113,42,92,45.7,13,31,41.9,16,19,84.2,13,24,37,21,6,8,9,19,-2
BOS,BOS vs. BKN,01/02/2016,L,240,97,34,88,38.6,7,32,21.9,22,28,78.6,16,35,51,17,8,4,14,24,-3
DEN,DEN @ GSW,01/02/2016,L,265,108,44,105,41.9,5,30,16.7,15,23,65.2,24,28,52,27,7,0,13,23,-3
GSW,GSW vs. DEN,01/02/2016,W,265,111,43,86,50,10,28,35.7,15,23,65.2,9,38,47,34,9,5,14,22,3
LAC,LAC vs. PHI,01/02/2016,W,240,130,49,81,60.5,12,23,52.2,20,25,80,6,41,47,28,7,6,15,17,31
PHI,PHI @ LAC,01/02/2016,L,240,99,41,89,46.1,9,23,39.1,8,17,47.1,9,24,33,30,8,4,12,21,-31
SAC,SAC vs. PHX,01/02/2016,W,240,142,53,87,60.9,9,23,39.1,27,34,79.4,10,36,46,30,9,2,15,23,23
SAS,SAS vs. HOU,01/02/2016,W,240,121,45,86,52.3,13,24,54.2,18,19,94.7,8,31,39,31,9,2,11,22,18
DET,DET @ IND,01/02/2016,L,240,82,33,93,35.5,3,20,15,13,23,56.5,12,36,48,17,5,2,10,18,-12
CHA,CHA vs. OKC,01/02/2016,L,240,90,29,84,34.5,6,22,27.3,26,34,76.5,7,27,34,18,7,7,4,27,-19
NOP,NOP @ DAL,01/02/2016,W,240,105,40,83,48.2,6,20,30,19,24,79.2,9,44,53,19,8,2,19,19,7
DAL,DAL vs. NOP,01/02/2016,L,240,98,36,83,43.4,10,26,38.5,16,19,84.2,3,30,33,20,10,2,13,17,-7
HOU,HOU @ SAS,01/02/2016,L,240,103,37,74,50,9,22,40.9,20,33,60.6,8,29,37,26,7,4,16,20,-18
MIL,MIL @ MIN,01/02/2016,W,240,95,32,75,42.7,8,16,50,23,28,82.1,11,37,48,20,7,5,13,18,10
MIN,MIN vs. MIL,01/02/2016,L,240,85,33,84,39.3,3,14,21.4,16,24,66.7,16,31,47,19,10,6,16,18,-10
BKN,BKN @ BOS,01/02/2016,W,240,100,38,93,40.9,3,18,16.7,21,22,95.5,14,36,50,23,5,2,14,21,3
ORL,ORL @ CLE,01/02/2016,L,240,79,29,76,38.2,6,25,24,15,17,88.2,5,40,45,16,1,2,14,29,-25
IND,IND vs. DET,01/02/2016,W,240,94,33,73,45.2,7,18,38.9,21,29,72.4,6,41,47,11,7,9,14,22,12
PHX,PHX @ SAC,01/02/2016,L,240,119,43,83,51.8,10,29,34.5,23,28,82.1,4,21,25,27,9,7,16,28,-23
OKC,OKC @ CHA,01/02/2016,W,240,109,35,79,44.3,9,23,39.1,30,37,81.1,10,43,53,20,2,15,14,27,19
UTA,UTA vs. MEM,01/02/2016,W,265,92,31,75,41.3,9,27,33.3,21,28,75,9,39,48,17,4,7,17,24,5
MEM,MEM @ UTA,01/02/2016,L,265,87,33,81,40.7,7,18,38.9,14,26,53.8,8,32,40,17,8,4,13,24,-5
CLE,CLE vs. ORL,01/02/2016,W,240,104,34,82,41.5,12,37,32.4,24,39,61.5,12,41,53,24,6,1,7,17,25
CHI,CHI vs. NYK,01/01/2016,W,240,108,39,85,45.9,10,16,62.5,20,25,80,14,40,54,27,4,9,8,19,27
LAL,LAL vs. PHI,01/01/2016,W,240,93,33,87,37.9,5,16,31.3,22,29,75.9,13,37,50,17,11,6,12,17,9
MIA,MIA vs. DAL,01/01/2016,W,240,106,46,82,56.1,8,18,44.4,6,9,66.7,8,42,50,24,4,1,13,16,24
NYK,NYK @ CHI,01/01/2016,L,240,81,31,84,36.9,6,19,31.6,13,17,76.5,11,31,42,16,3,7,12,25,-27
ORL,ORL @ WAS,01/01/2016,L,240,91,40,85,47.1,5,20,25,6,8,75,7,32,39,29,6,4,16,13,-12
PHI,PHI @ LAL,01/01/2016,L,240,84,31,84,36.9,4,24,16.7,18,25,72,13,37,50,21,6,10,16,21,-9
TOR,TOR vs. CHA,01/01/2016,W,240,104,36,91,39.6,15,33,45.5,17,18,94.4,20,34,54,21,6,4,13,19,10
DAL,DAL @ MIA,01/01/2016,L,240,82,32,88,36.4,7,31,22.6,11,14,78.6,13,27,40,22,6,3,9,11,-24
WAS,WAS vs. ORL,01/01/2016,W,240,103,43,92,46.7,8,26,30.8,9,10,90,12,34,46,25,11,5,10,11,12
CHA,CHA @ TOR,01/01/2016,L,240,94,34,85,40,10,32,31.3,16,18,88.9,14,29,43,15,7,7,11,16,-10
NOP,NOP vs. LAC,12/31/2015,L,240,89,36,82,43.9,7,25,28,10,15,66.7,5,37,42,21,6,3,16,22,-6
HOU,HOU vs. GSW,12/31/2015,L,240,110,36,78,46.2,12,30,40,26,29,89.7,4,29,33,21,13,5,15,22,-4
MIL,MIL @ IND,12/31/2015,W,240,120,45,77,58.4,6,14,42.9,24,35,68.6,6,28,34,18,12,10,17,25,4
MIN,MIN @ DET,12/31/2015,L,240,90,35,86,40.7,5,14,35.7,15,19,78.9,6,30,36,22,9,3,16,24,-25
PHX,PHX @ OKC,12/31/2015,L,240,106,43,82,52.4,8,20,40,12,13,92.3,11,26,37,24,10,3,17,24,-4
POR,POR @ UTA,12/31/2015,L,240,96,35,78,44.9,16,36,44.4,10,14,71.4,8,31,39,19,1,0,11,16,-13
OKC,OKC vs. PHX,12/31/2015,W,240,110,42,80,52.5,7,21,33.3,19,24,79.2,12,25,37,29,12,5,13,14,4
UTA,UTA vs. POR,12/31/2015,W,240,109,43,86,50,15,33,45.5,8,11,72.7,12,30,42,19,7,5,6,18,13
GSW,GSW @ HOU,12/31/2015,W,240,114,43,84,51.2,11,23,47.8,17,27,63,12,31,43,35,8,5,18,20,4
LAC,LAC @ NOP,12/31/2015,W,240,95,35,90,38.9,10,34,29.4,15,19,78.9,13,34,47,24,8,6,12,14,6
IND,IND vs. MIL,12/31/2015,L,240,116,41,82,50,13,30,43.3,21,26,80.8,7,28,35,27,9,6,20,25,-4
DET,DET vs. MIN,12/31/2015,W,240,115,41,86,47.7,14,35,40,19,28,67.9,12,40,52,24,7,3,17,16,25
DAL,DAL vs. GSW,12/30/2015,W,240,114,42,82,51.2,14,27,51.9,16,20,80,12,40,52,20,6,4,15,19,23
GSW,GSW @ DAL,12/30/2015,L,240,91,33,81,40.7,7,19,36.8,18,24,75,8,29,37,20,9,0,12,18,-23
MIN,MIN vs. UTA,12/30/2015,W,240,94,36,77,46.8,5,10,50,17,27,63,13,34,47,27,13,3,12,16,14
PHX,PHX @ SAS,12/30/2015,L,240,79,32,81,39.5,5,18,27.8,10,18,55.6,8,28,36,18,6,3,15,23,-33
SAC,SAC vs. PHI,12/30/2015,L,240,105,36,74,48.6,8,25,32,25,41,61,7,39,46,23,5,5,22,26,-5
TOR,TOR vs. WAS,12/30/2015,W,240,94,28,82,34.1,6,24,25,32,39,82.1,15,40,55,14,5,6,18,16,3
UTA,UTA @ MIN,12/30/2015,L,240,80,28,80,35,10,39,25.6,14,20,70,15,29,44,15,8,8,19,24,-14
CHA,CHA vs. LAC,12/30/2015,L,240,117,38,88,43.2,9,30,30,32,36,88.9,17,25,42,20,8,3,11,26,-5
BOS,BOS vs. LAL,12/30/2015,L,240,104,38,88,43.2,7,27,25.9,21,25,84,9,36,45,23,7,5,10,20,-8
CHI,CHI vs. IND,12/30/2015,W,265,102,37,86,43,6,18,33.3,22,27,81.5,14,39,53,15,6,10,22,19,2
DEN,DEN @ POR,12/30/2015,L,240,103,37,87,42.5,12,27,44.4,17,19,89.5,12,32,44,20,9,5,14,16,-7
LAC,LAC @ CHA,12/30/2015,W,240,122,37,71,52.1,15,30,50,33,41,80.5,8,31,39,27,7,7,13,26,5
LAL,LAL @ BOS,12/30/2015,W,240,112,43,94,45.7,9,19,47.4,17,23,73.9,13,39,52,22,5,2,10,22,8
BKN,BKN @ ORL,12/30/2015,L,240,93,35,83,42.2,3,20,15,20,22,90.9,11,26,37,23,12,6,12,18,-7
PHI,PHI @ SAC,12/30/2015,W,240,110,40,94,42.6,9,31,29,21,34,61.8,16,37,53,23,10,9,13,28,5
POR,POR vs. DEN,12/30/2015,W,240,110,41,87,47.1,12,32,37.5,16,20,80,12,35,47,22,8,6,15,18,7
SAS,SAS vs. PHX,12/30/2015,W,240,112,43,76,56.6,6,14,42.9,20,33,60.6,6,40,46,26,13,5,13,16,33
WAS,WAS @ TOR,12/30/2015,L,240,91,35,87,40.2,8,22,36.4,13,17,76.5,8,36,44,24,8,4,10,27,-3
ORL,ORL vs. BKN,12/30/2015,W,240,100,36,82,43.9,9,26,34.6,19,21,90.5,17,33,50,21,6,4,17,18,7
IND,IND @ CHI,12/30/2015,L,265,100,37,97,38.1,7,22,31.8,19,24,79.2,16,30,46,18,14,7,13,21,-2
ATL,ATL @ HOU,12/29/2015,W,240,121,43,99,43.4,14,41,34.1,21,25,84,17,28,45,27,10,7,12,24,6
DEN,DEN vs. CLE,12/29/2015,L,240,87,37,89,41.6,5,24,20.8,8,11,72.7,12,40,52,18,8,6,18,19,-6
HOU,HOU vs. ATL,12/29/2015,L,240,115,39,72,54.2,11,20,55,26,39,66.7,7,39,46,23,6,4,20,21,-6
MIA,MIA @ MEM,12/29/2015,L,265,90,35,79,44.3,11,29,37.9,9,18,50,8,30,38,23,5,6,15,22,-9
MIL,MIL @ OKC,12/29/2015,L,240,123,49,100,49,10,16,62.5,15,22,68.2,18,29,47,29,6,5,14,26,-8
OKC,OKC vs. MIL,12/29/2015,W,240,131,43,86,50,8,22,36.4,37,40,92.5,11,30,41,21,12,7,12,19,8
MEM,MEM vs. MIA,12/29/2015,W,265,99,38,87,43.7,4,15,26.7,19,20,95,16,30,46,25,4,6,10,18,9
CLE,CLE @ DEN,12/29/2015,W,240,93,38,86,44.2,4,22,18.2,13,22,59.1,9,35,44,17,12,3,12,16,6
NYK,NYK vs. DET,12/29/2015,W,240,108,43,79,54.4,8,16,50,14,17,82.4,6,30,36,23,5,8,10,18,12
DET,DET @ NYK,12/29/2015,L,240,96,37,89,41.6,10,27,37,12,17,70.6,15,24,39,21,6,4,10,14,-12
NOP,NOP @ ORL,12/28/2015,L,240,89,37,83,44.6,5,20,25,10,15,66.7,10,32,42,23,5,5,13,15,-15
GSW,GSW vs. SAC,12/28/2015,W,240,122,43,89,48.3,20,42,47.6,16,24,66.7,13,46,59,33,12,8,18,25,19
LAC,LAC @ WAS,12/28/2015,W,240,108,41,78,52.6,7,23,30.4,19,25,76,3,34,37,23,11,4,16,18,17
MIN,MIN @ SAS,12/28/2015,L,240,95,39,82,47.6,3,11,27.3,14,24,58.3,6,26,32,25,12,4,15,29,-6
BKN,BKN @ MIA,12/28/2015,W,240,111,36,82,43.9,12,23,52.2,27,36,75,16,34,50,20,8,3,13,24,6
PHI,PHI @ UTA,12/28/2015,L,240,91,36,86,41.9,5,21,23.8,14,19,73.7,8,29,37,20,8,9,18,27,-4
PHX,PHX vs. CLE,12/28/2015,L,240,97,36,79,45.6,11,25,44,14,20,70,14,30,44,20,8,1,16,23,-4
SAC,SAC @ GSW,12/28/2015,L,240,103,37,95,38.9,13,31,41.9,16,28,57.1,13,35,48,23,10,4,15,21,-19
SAS,SAS vs. MIN,12/28/2015,W,240,101,37,72,51.4,5,17,29.4,22,28,78.6,5,31,36,25,5,5,17,18,6
UTA,UTA vs. PHI,12/28/2015,W,240,95,28,84,33.3,7,26,26.9,32,36,88.9,15,38,53,13,11,9,19,18,4
WAS,WAS vs. LAC,12/28/2015,L,240,91,34,87,39.1,7,24,29.2,16,24,66.7,13,32,45,19,10,3,17,18,-17
CHA,CHA vs. LAL,12/28/2015,W,240,108,43,89,48.3,6,25,24,16,22,72.7,7,39,46,28,7,6,11,16,10
ATL,ATL @ IND,12/28/2015,L,240,87,31,74,41.9,6,25,24,19,25,76,8,36,44,16,9,6,22,16,-6
CLE,CLE @ PHX,12/28/2015,W,240,101,33,71,46.5,17,41,41.5,18,25,72,10,27,37,21,8,8,17,18,4
CHI,CHI vs. TOR,12/28/2015,W,240,104,40,87,46,8,21,38.1,16,24,66.7,11,38,49,23,4,10,11,15,7
DAL,DAL vs. MIL,12/28/2015,W,240,103,38,84,45.2,10,22,45.5,17,26,65.4,6,28,34,25,9,2,4,15,10
LAL,LAL @ CHA,12/28/2015,L,240,98,35,85,41.2,9,29,31,19,23,82.6,6,35,41,24,7,4,12,17,-10
MIA,MIA vs. BKN,12/28/2015,L,240,105,36,78,46.2,10,24,41.7,23,30,76.7,11,31,42,20,9,8,14,23,-6
MIL,MIL @ DAL,12/28/2015,L,240,93,38,79,48.1,4,14,28.6,13,15,86.7,9,43,52,14,4,5,18,22,-10
ORL,ORL vs. NOP,12/28/2015,W,240,104,45,82,54.9,7,17,41.2,7,11,63.6,4,33,37,28,7,1,11,14,15
IND,IND vs. ATL,12/28/2015,W,240,93,38,87,43.7,7,26,26.9,10,18,55.6,11,29,40,9,16,3,15,20,6
TOR,TOR @ CHI,12/28/2015,L,240,97,38,88,43.2,6,20,30,15,24,62.5,11,35,46,23,5,5,7,19,-7
BOS,BOS vs. NYK,12/27/2015,W,240,100,36,85,42.4,8,20,40,20,29,69,12,39,51,18,5,4,10,24,9
DEN,DEN @ OKC,12/27/2015,L,240,112,46,94,48.9,9,25,36,11,15,73.3,17,20,37,24,6,2,10,18,-10
